trade_licence_no,business_name,proprietor_name,trade_category,business_address,ward_name,ward_no,pin_code,pan,gstin,mobile,email,licence_issue_date,licence_expiry_date,licence_status,num_employees,annual_turnover
BBMP/560100/0690,Indian Pumps Pvt Ltd,Ramesh Rao,FACTORY,"233/7, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,120,560100,HXGHL4746H,29HXGHL4746H9ZL,9157401249,,1994-11-04,2027-11-04,ACTIVE,31,37129104.0
BBMP/560058/0691,Bangalore Rubber Corporation,Priya Sharma,PRINTING,"3rd Main, BEL Road, Bengaluru, B'lore",BEL Road,23,560058,IXBAL5041X,,9223195532,,1999-06-25,2027-06-25,ACTIVE,799,7739087.0
BBMP/560100/0692,National Steel Entp,Rajesh Sharma,GARMENT,"Factory Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,55,560100,UYNCX8616N,,9468857395,,2022-11-26,2027-11-26,ACTIVE,159,20562073.0
BBMP/560058/0696,Engineering Titan Pvt.Ltd,Priya Sharma,FACTORY,"835/2, 3rd Main, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,130,560058,GIGCD5177E,29GIGCD5177E7Z4,,,2013-10-09,2027-10-09,ACTIVE,112,8185746.0
BBMP/560100/0699,United Auto Parts Pvt Ltd,Rajesh Kumar,CHEMICAL,"738/7, Industrial Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,79,560100,PXTCK8001T,29PXTCK8001T8ZZ,,,1993-02-06,2027-02-06,ACTIVE,486,6641124.0
BBMP/560058/0701,Peoples Printing & Co,Priya Rao,FACTORY,"Factory Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,64,560058,WKLCK6867Q,29WKLCK6867Q5Z2,9906974276,,2016-09-23,2027-09-23,ACTIVE,774,26098794.0
BBMP/560058/0702,KS Packaging P Limited,Ramesh Nair,GARMENT,"87/2, 3rd Main, Peenya, Bengaluru, B'lore",Peenya,75,560058,YINAP8665W,,9817454984,,2019-09-22,2027-09-22,CANCELLED,433,44737071.0
BBMP/560058/0703,Global Ceramics P Limited,Priya Sharma,PRINTING,"963/4, Main Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,1,560058,XVIHD2456B,29XVIHD2456B4ZF,,,2008-06-18,2027-06-18,ACTIVE,321,23269161.0
BBMP/560058/0704,Bengaluru Pipes Manufacturers,Anitha Nair,FACTORY,"299/6, 3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,79,560058,ISDFA9279B,29ISDFA9279B4Z8,,,2010-05-13,2027-05-13,SUSPENDED,639,18797962.0
BBMP/560058/0705,Ceramics JSW Factory,Anitha Nair,FACTORY,"319/5, Main Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,135,560058,XCVCQ7145W,29XCVCQ7145W4ZJ,,,1998-02-23,2027-02-23,ACTIVE,99,2331915.0
BBMP/560100/0708,Mahalaxmi Foundry Ltd,Rajesh Reddy,GARMENT,"249/9, Industrial Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,134,560100,,,,,2015-01-13,2027-01-13,ACTIVE,38,18638383.0
BBMP/560100/0710,Pumps Janatha International,Priya Nair,FACTORY,"510/3, Ring Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,55,560100,WGDCX9290G,29WGDCX9290G7ZJ,9251102846,,2006-03-10,2027-03-10,ACTIVE,236,37557882.0
BBMP/560100/0711,Wipro Leather Pvt Ltd,Anitha Reddy,PHARMA,"392/2, 3rd Main, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,104,560100,MFQCG1743W,29MFQCG1743W3Z3,,,2005-08-13,2027-08-13,ACTIVE,261,23932798.0
BBMP/560100/0712,Garments Bangalore Mfg,Suresh Sharma,FACTORY,"593/4, 1st Cross, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,144,560100,VYCHN7358I,,9870562749,,1995-11-26,2027-11-26,ACTIVE,615,15992488.0
BBMP/560100/0713,Bangalore Steel Private Limited,Ramesh Reddy,FACTORY,"386/9, Industrial Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,70,560100,LGIAJ8715B,29LGIAJ8715B1ZC,,,2017-12-19,2027-12-19,ACTIVE,262,18630457.0
BBMP/560100/0714,Furniture Southern Pvt Ltd,Anitha Reddy,FACTORY,"1st Cross, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,133,560100,LCGFY8208L,29LCGFY8208L6Z9,9142458077,,1996-10-07,2027-10-07,ACTIVE,554,35878865.0
BBMP/560100/0716,Peoples Pumps Factory,Priya Kumar,FACTORY,"749/1, Factory Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,25,560100,,,9516202949,,2019-01-16,2027-01-16,ACTIVE,558,29548093.0
BBMP/560100/0718,Auto New Parts Industries,Rajesh Rao,FACTORY,"511/8, Factory Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,173,560100,GAGFD4512V,,,,2004-04-28,2027-04-28,ACTIVE,47,6175263.0
BBMP/560058/0719,Raghavendra Rubber Ltd,Ramesh Sharma,FACTORY,"2nd Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,8,560058,MGOCN9634U,29MGOCN9634U9ZR,9456935799,,2003-11-15,2027-11-15,ACTIVE,703,29938414.0
BBMP/560100/0720,Printing Janatha Traders,Priya Reddy,GARMENT,"522/9, Cross Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,68,560100,,,,,1996-12-20,2027-12-20,SUSPENDED,665,30144664.0
BBMP/560058/0721,Lakshmi Leather Traders,Suresh Rao,FACTORY,"875/2, Industrial Road, Peenya, Bengaluru, B'lore",Peenya,140,560058,CXNPH9027J,29CXNPH9027J5ZY,9308940183,,2022-01-03,2027-01-03,ACTIVE,109,38865674.0
BBMP/560058/0722,Lakshmi Fabrics Traders,Priya Rao,FACTORY,"411/2, Industrial Road, BEL Road, Bengaluru, B'lore",BEL Road,24,560058,VNRAX3973E,,9849221755,,2016-08-07,2027-08-07,CANCELLED,605,14610314.0
BBMP/560058/0723,Venkateshwara Beverages & Co,Suresh Kumar,CHEMICAL,"493/4, Service Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,83,560058,NUEHB1318F,29NUEHB1318F5Z1,9569948390,,1994-03-20,2027-03-20,ACTIVE,422,42353755.0
BBMP/560100/0724,Infosys Printing Ltd,Rajesh Reddy,FACTORY,"Factory Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,164,560100,JMWPE1287G,29JMWPE1287G2ZR,9724905597,,2020-11-19,2027-11-19,SUSPENDED,569,37975124.0
BBMP/560100/0728,Venkateshwara Packaging Limited,Rajesh Reddy,FACTORY,"369/9, 3rd Main, Bommanahalli, Bengaluru, 560100",Bommanahalli,57,560100,SZFCT1255M,29SZFCT1255M5ZB,,,1999-07-14,2027-07-14,ACTIVE,348,35700083.0
BBMP/560100/0729,Fabrics Royal Ltd,Anitha Rao,FACTORY,"2nd Cross, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,105,560100,RKLAE9314X,29RKLAE9314X9Z6,,,1995-07-20,2027-07-20,ACTIVE,96,17296034.0
BBMP/560100/0730,Premier Rubber Ltd,Suresh Rao,PHARMA,"3rd Main, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,192,560100,GRXPU0395R,29GRXPU0395R6ZK,,,2003-02-16,2027-02-16,SUSPENDED,250,13821368.0
BBMP/560100/0731,Global Electronics Group,Rajesh Rao,FOOD,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,34,560100,,,,,2019-06-14,2027-06-14,ACTIVE,98,30898464.0
BBMP/560100/0732,Star Motors Mfr,Rajesh Reddy,FOOD,"Industrial Road, Hosur Road, Bengaluru, B'lore",Hosur Road,169,560100,AQDPA7580Z,29AQDPA7580Z3ZO,9551644050,,1990-11-09,2027-11-09,CANCELLED,222,26738892.0
BBMP/560058/0733,Beverages Venkateshwara International,Rajesh Kumar,PRINTING,"Factory Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,59,560058,LMMFE2293T,29LMMFE2293T3ZZ,9769985799,,2016-02-07,2027-02-07,SUSPENDED,260,32819099.0
BBMP/560058/0734,United Foods International,Anitha Nair,GARMENT,"3rd Main, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,173,560058,FOVAW9346U,29FOVAW9346U6ZK,9985071921,,1992-02-09,2027-02-09,SUSPENDED,738,42982477.0
BBMP/560058/0737,Infosys Electronics & Co,Rajesh Sharma,FACTORY,"Cross Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,58,560058,PCGFS3564X,,9119532782,,2016-10-02,2027-10-02,ACTIVE,395,41186023.0
BBMP/560058/0738,Infosys Paints Co,Ramesh Kumar,FACTORY,"425/2, Factory Road, Peenya, Bengaluru, B'lore",Peenya,150,560058,QRRAK0597M,,,,2007-04-16,2027-04-16,ACTIVE,722,46513991.0
BBMP/560058/0739,Premier Auto Parts Corporation,Priya Sharma,FACTORY,"2nd Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,107,560058,,,9537399798,,2013-12-24,2027-12-24,ACTIVE,180,13109331.0
BBMP/560058/0740,Foods United Traders,Rajesh Sharma,FACTORY,"859/2, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,64,560058,DZUFZ6986B,,9960683336,,2019-02-15,2027-02-15,ACTIVE,40,36540077.0
BBMP/560100/0741,New Auto Parts Enterp,Priya Kumar,FACTORY,"1st Cross, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,161,560100,,,,,1997-04-22,2027-04-22,ACTIVE,255,31946912.0
BBMP/560100/0742,Bengaluru Textiles Entp,Anitha Kumar,PHARMA,"688/5, Industrial Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,136,560100,HVTHK5682O,29HVTHK5682O5ZW,9394301721,,2003-04-14,2027-04-14,ACTIVE,158,38689974.0
BBMP/560058/0743,Premier Paper & Co,Rajesh Rao,CHEMICAL,"Main Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,142,560058,ZHLFY4077T,,,,2016-12-15,2027-12-15,ACTIVE,85,10796820.0
BBMP/560100/0745,Garments Mahalaxmi Limited,Anitha Sharma,FACTORY,"761/2, Factory Road, Bommanahalli, Bengaluru, B'lore",Bommanahalli,154,560100,BVUFG4834W,,9607773455,,2020-10-20,2027-10-20,ACTIVE,587,9149271.0
BBMP/560100/0746,Premier Pumps Pvt.Ltd,Priya Kumar,FACTORY,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,105,560100,MSDPP7357O,29MSDPP7357O2ZW,,,2002-07-23,2027-07-23,ACTIVE,442,16289297.0
BBMP/560058/0747,JSW Engg Ltd,Suresh Reddy,FACTORY,"Industrial Road, BEL Road, Bengaluru, 560058",BEL Road,44,560058,LJNCE2721C,29LJNCE2721C8ZT,9167059498,,2006-12-09,2027-12-09,ACTIVE,96,34725831.0
BBMP/560058/0748,Indian Rubber & Co,Priya Reddy,PRINTING,"2nd Cross, Peenya, Bengaluru, B'lore",Peenya,150,560058,VCLHH3877U,,9834507786,,1995-04-03,2027-04-03,ACTIVE,773,3406491.0
BBMP/560058/0749,Mahalaxmi Valves Group,Ramesh Reddy,PRINTING,"Main Road, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,70,560058,ARYAZ7916T,29ARYAZ7916T4ZZ,9116228289,,2006-03-18,2027-03-18,SUSPENDED,641,37866315.0
BBMP/560100/0750,Titan Chemicals Factory,Ramesh Sharma,PRINTING,"467/9, Industrial Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,173,560100,,,9186743662,,2017-09-27,2027-09-27,ACTIVE,630,39469159.0
BBMP/560100/0751,Foods Karnataka Group,Ramesh Kumar,CHEMICAL,"Main Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,54,560100,RNCHR2335K,29RNCHR2335K2ZC,9852526141,,2022-12-18,2027-12-18,SUSPENDED,560,30097817.0
BBMP/560100/0754,Garments Mphasis Corporation,Priya Reddy,FACTORY,"Service Road, Hosur Road, Bengaluru, B'lore",Hosur Road,46,560100,BKUHO9095V,,9326681127,,1996-12-20,2027-12-20,ACTIVE,428,22486768.0
BBMP/560100/0755,Beverages Sri Corporation,Ramesh Reddy,FOOD,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,90,560100,WYXPE9614Y,,9801152826,,2012-10-06,2027-10-06,SUSPENDED,734,2104946.0
BBMP/560100/0758,Metals United Private Limited,Rajesh Reddy,FACTORY,"833/4, Ring Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,71,560100,,,9273556147,,1994-06-22,2027-06-22,ACTIVE,576,2746269.0
BBMP/560058/0760,Packaging Premier Ltd,Priya Nair,FACTORY,"Cross Road, BEL Road, Bengaluru, 560058",BEL Road,33,560058,BYTHD8211S,,9937123425,,1999-01-12,2027-01-12,ACTIVE,455,49275715.0
BBMP/560058/0761,Valves Infosys Traders,Anitha Rao,PRINTING,"536/8, Main Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,63,560058,XPHHJ8560E,29XPHHJ8560E2Z4,,,2013-10-11,2027-10-11,ACTIVE,96,26045775.0
BBMP/560100/0763,Venkateshwara Rubber Group,Ramesh Rao,FACTORY,"688/5, Main Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,47,560100,,,,,1997-04-05,2027-04-05,ACTIVE,39,8139884.0
BBMP/560100/0766,Infosys Rubber Pvt Ltd,Ramesh Rao,PHARMA,"235/2, Main Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,111,560100,ADZAC5344A,29ADZAC5344A3ZM,9359924698,,2008-05-27,2027-05-27,ACTIVE,163,25045242.0
BBMP/560058/0767,Star Foods Corporation,Suresh Rao,FACTORY,"1st Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,2,560058,FJIPD1333P,29FJIPD1333P7ZA,,,1994-06-16,2027-06-16,SUSPENDED,713,47453382.0
BBMP/560058/0768,Infosys Plastics Ind,Priya Reddy,CHEMICAL,"Main Road, Peenya 1st Stage, Bengaluru, B'lore",Peenya 1st Stage,35,560058,FHJFC6116S,,9238393830,,1991-12-04,2027-12-04,ACTIVE,84,3628096.0
